City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,luuq,3.7938,42.5445,301.71,55,50,7.09,SO,1727502849
331,al kharijah,25.4514,30.5464,301.09,29,0,5.19,EG,1727502850
332,karratha,-20.7377,116.8463,301.55,36,4,5.93,AU,1727502851
333,ostersund,63.1792,14.6357,276.4,89,100,2.06,SE,1727502852
334,taoudenni,22.6783,-3.9836,305.42,29,39,3.43,ML,1727502853
335,brisas de zicatela,15.8369,-97.0419,297.38,94,100,5.34,MX,1727502854
336,lobujya,27.95,86.8167,275.63,99,100,3.89,NP,1727502855
337,la palma,33.8464,-118.0467,290.25,90,0,2.57,US,1727502857
338,tsagan aman,47.5639,46.7218,291.04,36,0,8.26,RU,1727502858
339,khash,28.2211,61.2158,300.02,21,0,1.75,IR,1727502859
340,kuusamo,65.9667,29.1833,278.17,93,100,5.14,FI,1727502860
341,rongelap,11.1635,166.8941,301.9,77,65,6.26,MH,1727502861
342,tamanrasset,22.785,5.5228,297.1,31,40,2.57,DZ,1727502862
343,tchibanga,-2.85,11.0333,295.53,92,100,1.12,GA,1727502863
344,bogande,12.9714,-0.1436,299.21,80,55,4.16,BF,1727502864
345,vila franca do campo,37.7167,-25.4333,295.38,90,43,5.44,PT,1727502865
346,bopolu,7.0667,-10.4875,295.48,99,100,0.4,LR,1727502866
347,puerto el triunfo,13.2833,-88.55,297.46,93,100,2.39,SV,1727502867
348,utrik,11.2278,169.8474,301.61,79,58,5.62,MH,1727502868
349,jaru,-10.4389,-62.4664,298.32,73,78,1.14,BR,1727502869
350,alofi,-19.0595,-169.9187,297.09,78,40,5.14,NU,1727502871
351,camaqua,-30.8511,-51.8122,285.38,98,0,0.96,BR,1727502872
352,coyhaique,-45.5752,-72.0662,276.23,100,96,2.24,CL,1727502832
353,an nuhud,12.7,28.4333,303.18,49,42,3.94,SD,1727502874
354,trairi,-3.2778,-39.2689,297.93,83,44,5.14,BR,1727502875
355,codajas,-3.8367,-62.0569,295.21,99,100,1.12,BR,1727502876
356,ndikinimeki,4.7667,10.8333,292.22,99,100,0.53,CM,1727502877
357,oppdal,62.5943,9.6912,271.36,93,93,2.4,NO,1727502878
358,grand falls-windsor,48.9332,-55.6649,282.32,92,100,0.58,CA,1727502879
359,chernyshevskiy,63.0128,112.4714,277.03,70,68,5.01,RU,1727502880
360,thika,-1.0333,37.0693,292.46,74,90,1.34,KE,1727502881
361,malvan,16.0667,73.4667,301.65,79,100,4.38,IN,1727502883
